,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,HDD Capacity,Processor Variant,Chipset,Memory Slots,Expandable Memory,RPM,Graphic Processor,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Model Name,Clock Speed,RAM Frequency,Cache,Number of Cores,Multi Card Slot,Sound Chip,Domestic Warranty,Lock Port,Other Accessories,VGA Port,International Warranty,Security Chip,MRP Price,Discount,Discounted_price,Antivirus,Laptop Bag,Optane Memory,Dock Port,RJ11,Read/Write Speed,Stylus Included,Supported Operating System,Wireless WAN,Recovery Options,Face Recognition,NFC Support,EMMC Storage Capacity,Inbuilt 4G LTE,S-video,Firewire Port,Brand
11,"Laptop, Power Adaptor, User Guide, Warranty Documents",M413IA-EK582T,90NB0QR7-M08930 | 90NB0QR7-M15970,VivoBook 14,Bespoke Black,Thin and Light Laptop,Processing & Multitasking,,45 W AC Adapter,3 cell,No,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,,4500U,,,,,AMD Radeon R3,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB3.1 Type C (1st Gen), 1 x USB 3.1 Type A (1st Gen), 2 x USB 2.0",1 x HDMI Port (v1.4),,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC, 85% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,Audio by ICEpower,,IEEE 802.11ax (Wi-Fi 6),v5.0,,324 x 215 x 19.1 mm,1.4 kg,Not Available,HD 720P Webcam (without Privacy Shutter),Yes,Backlit Chiclet Keyboard,Yes,Touchpad,"My Asus, Splendid",42 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.3 GHz with Turbo Boost Upto 4 GHz,3200 MHz,11 MB,6,Micro SD Card Reader,,1 Year,,,,,TPM,"50,990",No-discount,"50,990",,,,,,,,,,,,,,,,,MSI
12,"Laptop, Power Adaptor, User Guide, Warranty Documents",F571GT-BN913TS,90NB0NL1-M14780,Vivobook Gaming,Star Black,Gaming Laptop,"Gaming, Processing & Multitasking",,150W AC Adapter,3,Yes,GDDR5,4 GB,Intel,Core i5,9th Gen,Yes,512 GB,8 GB,DDR4,,,Mobile Intel HM370 Express,,,,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64,Yes,Yes,"2 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",1 x HDMI 1.4,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-glare Display (300 nits Brightness, 100% sRGB Color Gamut, 80% Screen-to-body Ratio, IPS-level Panel)",Built-in Speaker,Built-in Microphone,Harman/Kardon (Mainstream),,Wi-Fi 6(802.11ax),v5.0,,359 x 248 x 21.9,2.14 Kg,Not Available,720p HD Webcam (Without Privacy Shutter),Yes,Backlit Chiclet Keyboard with Num-key,Yes,Touchpad,"Microsoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)",Cortana Support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.4 GHz with Turbo Boost Upto 4.1 GHz,,8,4,2 in1 Card Reader (SD/MMC),,1 Year,Kensington Lock,,,,Trusted Platform Module (Firmware TPM),"76,990",28%,"54,990",,,,,,,,,,,,,,,,,ASUS
13,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IIL05,81WE0144IN,IdeaPad 3,Platinum Grey,Laptop,Processing & Multitasking,Upto 5 hours,65 W AC Adapter,,No,,,Intel,Core i5,10th Gen,No,,8 GB,DDR4,1 TB,1035G7,Intel SoC Platform,2 Slots,,5400,Intel Integrated UHD,64 bit,Windows 10 Home,64,Yes,,"1x USB 2.0, 2x USB 3.2 Gen 1",1 x HDMI Port (v1.4),,No,39.62 cm (15.6 inch),1920x1080 Pixel,"Full HD LED Backlit, Anti Glare Display (220 nits Brightness, 2 Sided Narrow Bezels)",Built in Dual Stereo Speakers,Built-in Microphones,2 x 1.5W Stereo Speakers with Dolby Audio,,11ac (2x2),v5.0,,362.2 x 253.4 x 19.9 mm,1.85 kg,Not Available,0.3 MP Camera with Privacy Shutter,No,Standard English Keyboard,No,Touchpad,Microsoft Office (Trial Only),"Integrated 35Wh Battery, Q Control",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.0 GHz with Turbo Boost Upto 3.6 GHz,2666 MHz,6,4,4-in-1 Card Reader,High Definition (HD) Audio,1 Year,,,,,Firmware TPM 2.0,"63,790",29%,"44,990",,,,,,,,,,,,,,,,,ASUS
14,"Laptop, Power Adaptor, User Guide, Warranty Documents",X413JA-EK268T||X413JA-EB303T,90NB0RC8-M03610||90NB0RC8-M05350,,Dreamy White,Thin and Light Laptop,Processing & Multitasking,,45 W AC Adapter,3 cell,No,,,Intel,Core i3,10th Gen,Yes,512 GB,4 GB,DDR4,,1005G1,,,,,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 2.0, 1 x USB 3.1 Type A (1st Gen), 1 x USB 3.1 Type C (1st Gen)",1 x HDMI Port,,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 45% NTSC Color Gamut, 16:9 Aspect Ratio)",Built-in Speaker,Built-in Microphone,"Audio by ICEpower, Harmon/Kardon Speaker",,IEEE 802.11ax (Wi-Fi 6),v5.0,,324 x 215 x 19.1 mm,1.40 kg,Not Available,720p HD Webcam (Without Privacy Shutter),Yes,Backlit Chiclet Keyboard,Yes,Touchpad,"My Asus, Splendid, Tru2Life",Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.2 GHz with Turbo Boost Upto 3.4 GHz,,4 MB,2,Micro SD Card Reader,,1 Year,,,,,TPM,"40,870",4% ,"38,990",,,,,,,,,,,,,,,,,Lenovo
15,"Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 9SCSR -1040IN,9S7-16R412-1040,GF63 Thin,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,Yes,512 GB,8 GB,DDR4,,9300H,Intel HM370,,,,NVIDIA GeForce GTX 1650 Ti with Max-Q,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB 3.2 Type C (1st Gen), 3 x USB 3.2 Type A (1st Gen)",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60 Hz Refresh Rate, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Microphone,2 x 2 W Speakers,,Intel Wireless-AC 9560 (2x2 ac),v5.0,Yes,359 x 254 x 21.7 mm,1.86 kg,Not Available,HD Webcam (720p at 30 fps),,Single Backlight Keyboard (Red),Yes,Touchpad,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",51 WHr Li-ion Battery,2 Years Carry In Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,2.4 GHz with Turbo Boost Upto 4.1 GHz,2666 MHz,8 MB,4,,Realtek ALC 233,2 Year,,,,,,"72,990",21%,"56,990",,,,,,,,,,,,,,,,,MSI
16,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGN63HN/A,MGN63HN/A,MacBook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 15 hours,30 W AC Adapter,,No,,,Apple,M1,,Yes,256 GB,8 GB,DDR4,,Apple M1 Chip,,,Upto 16 GB,,NA,,Mac OS Big Sur,,Yes,,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",,IEEE 802.11ax (Wi-Fi 6),v5.0,,304.1 x 212.4 x 10.9 mm,1.29 kg,Not Available,720p FaceTime HD Webcam,,Backlit Magic Keyboard,,Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,,,,,8,,,1 Year,,,,,,"92,900",No-discount,"92,900",,,,,,,,,,,,,,,,,ASUS
17,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-du3038TU,34W41PA#ACJ,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Upto 12 hours,,3 cell,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,1 TB,1115G4,,,Upto 16 GB,5400,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Built in Alexa Support,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,Integrated 10/100/1000 Gigabit Ethernet LAN,358 x 242 x 19.9 mm,1.77 kg,Not Available,HP True Vision 720p HD Webcam,No,Full-size Natural Silver Keyboard with Numeric Keypad,No,Touchpad with Multi-touch Gesture Support,"HP Documentation, HP BIOS Recovery, HP Smart, Dropbox, HP Support Assistant, Microsoft Office Home and Student 2019","41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,4.10 GHz Max Turbo Frequency,2666 MHz,6 MB,2,"3-in-1 Card Reader (SD, SDHC, SDXC)",,1 Year,,,,,,"46,805",9% ,"42,490",,,,,,,,,,,,,,,,,APPLE
18,"Laptop, Battery, Power Adapter, User Guide",GF63 Thin 9SCSR-1608IN,9S7-16R412-1608,GF63 Thin,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,120 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i5,9th Gen,No,,8 GB,DDR4,1 TB,9300H,,,,,NVIDIA GeForce GTX 1650 Ti Max Q,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Type-C USB 3.2 (Gen.1), 3 x Type-A USB 3.2 (Gen.1)",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Thin Bezel Display (45% NTSC Color Gamut, 60Hz Refresh Rate)",Built-in Dual Speakers,Built-in Microphones,2 x 2 W Speakers,60 Hz,Intel Wireless-AC 9560 (2x2 a/c),v5.0,,359 x 254 x 21.7,1.86 kg,Not Available,HD Type Webcam (720p at 30fps),,Single Backlight Red Keyboard,Yes,,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",51 WHr Battery,2 Year Warranty Term for Gaming,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",GF63 Thin 9SCSR-1608IN,2.4 GHz with Turbo Boost Upto 4.1 GHz,,,,NA,Realtek ALC 233,,,,,,,"67,990",26%,"49,990",,,,,,,,,,,,,,,,,HP
19,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fr0016AU,300T0PA#ACJ,14s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,3,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,,4300U,,,,,AMD Radeon,64 bit,Windows 10 Home,64,Yes,No,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Micro-Edge BrightView (250 nits Brightness, 157 PPI, 45% NTSC Color Gamut)",Built in Dual Speakers,Integrated Dual Array Digital Microphone,,,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,,324 x 225 x 17.9,1.46 KG,Not Available,HP True Vision 720p HD Webcam,,"Full-Size, Natural Silver English Keyboard",No,HP Imagepad with Multi-Touch Gesture Support,"Microsoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM",41 WHr Li-ion 3 Cell Battery with HP Support Assistant,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.7 GHz with Max Turbo Boost upto 3.7 GHz,2666 MHz,4,4,3-in-1 Card Reader (SD/SDHC/SDxC),,1 Year,,,,,,"44,442",11%,"39,490",,,,,,,,,,,,,,,,,HP
20,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-ec0104AX,194V6PA#ACJ,Pavilion Gaming,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,,3 cell,No,GDDR5,4 GB,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,,3550H,,,,,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64 bit,Yes,Yes,,1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Microphone,Bang and Olufsen Sound,,Realtek Wi-Fi 5 (2x2),v5.0,Integrated 10/100/1000 Gigabit LAN,360 x 257 x 23.5 mm,1.98 kg,Not Available,HD Webcam,,Full-size Island-style Ultra Violet Backlit Keyboard with Numeric Keypad,Yes,Multi-gesture Touchpad,,52.5 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.1 GHz with Turbo Boost Upto 3.7 GHz,2400 MHz,6 MB,4,Micro SD Card Reader,,1 Year,,,,,,"59,990",5% ,"56,990",,,,,,,,,,,,,,,,,MSI
21,"Laptop, Power Adaptor, User Guide, Warranty Documents",X413EP-EK513TS,90NB0S38-M01430,VivoBook Ultra 14,Dreamy White,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,3 cell,Yes,GDDR5,2 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,,1135G7,Intel SoC,,,,NVIDIA GeForce MX330,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9 Aspect Ratio, 45% NTSC Color Gamut, 220 nits Brightness, 84ï¼… Screen-to-body Ratio)",Built-in Speakers,Built-in Microphones,"Audio by ICEpower, Harman/Kardon Speakers, Cortana Support",,"IEEE 802.11ax (2x2), (Wi-Fi 6)",v5.0,,324 x 215 x 19.1 mm,1.40 kg,Not Available,720p HD Webcam (without Privacy Shutter),Yes,Backlit Chiclet Keyboard,Yes,Touchpad,"Microsoft Office Home and Student 2019, Tru2Life, Splendid, My Asus","42 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,4.20 GHz Max Turbo Frequency,,8 MB,4,Micro SD Card Reader,,1 Year,Security Lock,,,,TPM,"79,990",27%,"57,990",,,,,,,,,,,,,,,,,HP
22,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL05,82FG0117IN,IdeaPad 5,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Upto 11 Hours,65 W AC Adapter,,Yes,,,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,,1165G7,Intel SoC Platform,No Slot,,,Intel Integrated Iris Xe,64 bit,Windows 10 Home,64,,No,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 1x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",1 x HDMI (v1.4b),PCIe NVMe M.2,No,39.62 cm (15.6 inch),1920x1080 Pixel,"Full HD LED Backlit IPS Anti-glare Display (300nits Brightness, 45% NTSC Color Gamut, 4 Sided Narrow Bezel)",Built-in Dual Speakers,Integrated Dual Array Microphones,2 x 2 W Stereo Speakers with Dolby Audio,,11ax (2x2) Wi-Fi 6,v5.1,,356.67 x 233.13 x 17.9,1.66 KG,Not Available,720p Webcam with Privacy Shutter,Yes,English Backlit Keyboard,Yes,Touchpad,Microsoft Office Home & Student 2019,,1 Year Carry In Warranty,Carry In,Manufacturing Defects,Physical Damage,,2.8 GHz with Turbo Boost Upto 4.7 GHz,3200 MHz,12,4,4 in 1 Card Reader,High Definition (HD) Audio,1 Year,,,,,Firmware TPM 2.0,"1,06,290",27%,"76,990",,,,,,,,,,,,,,,,,ASUS
23,"Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Stylus Pen",GV301QH-K5062TS/GV301QH-K5460TS,90NR06C1-M04990/90NR06C1-M10990,ROG Flow X13 (2021),Off Black,Gaming Laptop,"Processing & Multitasking, Gaming",,100 W AC Adapter,4 cell,Yes,GDDR6,4 GB,AMD,Ryzen 9 Octa Core,,Yes,1 TB,32 GB,LPDDR4X,,5900HS,,,Upto 32 GB,,NVIDIA GeForce GTX 1650,64 bit,Windows 10 Home,64 bit,Yes,,"1 x ROG XG Mobile Interface, 1 x USB 3.2 (2nd Gen) Type A, 2 x USB 3.2 Type C (2nd Gen) with Power Delivery and Display Port",1 x HDMI Port (v2.0),PCIe NVMe M.2,Yes,34.04 cm (13.4 inch),3840 x 2400 Pixel,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",Built-in Dual Speakers,Built-in Array Microphones,"2 x 1 W Speakers with Smart Amp Technology, Smart Amp Technology, DAC, Dolby Atmos Software, AI Mic Noise-canceling",60 Hz,IEEE 802.11ax (Wi-Fi 6),v5.1,,29.9 x 22.2 x 1.58 cm,1.30 kg,Not Available,720P HD Webcam,Yes,Backlit Chiclet Keyboard,Yes,Touchpad,Microsoft Office Home and Student 2019,"62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 GHz with Turbo Boost Upto 4.6 GHz,4266 MHz,20 MB,8,,,1 Year,,"GV301 sleeve bag, Pen",,,,"1,94,990",20%,"1,54,990",,,,,,,,,,,,,,,,,ASUS
24,"Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL6,82H700K7IN,IdeaPad,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.5 hours,65 W Adapter,,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,,1115G4,Intel SoC Platform,1 Slot,,,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,No,"1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only), 1 x USB 2.0",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Anti-Glare Display (300 nits Brightness, 45% NTSC Color Gamut)",Built-in Dual Stereo Speakers,Built-in Dual Array Microphones,2 x 1.5 W Stereo Speakers with Dolby Audio,,11ac (2x2),v5.0,,324.2 x 215.7 x 19.9 mm,1.41 kg,Not Available,720p Webcam With�Privacy�Shutter,Yes,Standard English Backlit Keyboard,Yes,Touchpad,Microsoft Office Home and Student 2019,"45 Wh Battery, ErP Lot 3, RoHS compliant",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3.0 GHz with Turbo Boost Upto 4.1 Ghz,3200 MHz,6 MB,2,4 in 1 Card Reader,"High Definition (HD) Audio, Realtek ALC3287 Codec",1 Year,,,,,Firmware TPM 2.0,"1,16,990",No-discount,"1,16,990",,,,,,,,,,,,,,,,,acer
25,"Laptop, Power Adaptor, User Guide, Warranty Documents",M515DA-BQ312TS,90NB0T42-M12030,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,,45W AC Adapter,2 Cell,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,4 GB,DDR4,,,NA,,,,AMD Radeon,64 bit,Windows 10 Home,64,Yes,,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Anti-glare Display (250nits Brightness, 83% Screen-to-body Ratio, IPS-level Panel)",Built-in Speakers,Built-in Microphone,"Audio by SonicMaster, Cortana Support",,Wi-Fi 5(802.11ac) Dual band (2*2),v4.2,,360 x 235 x 19.9,1.80 Kg,Not Available,VGA Camera (Without Privacy Shutter),Yes,Chiclet Keyboard with Num-key,No,Touchpad,"Microsoft Office Home and Student 2019, Splendid (All models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.6 GHz with Turbo Boost Upto 3.5 GHz,,4,2,2 x Micro SD Card Reader,,1 Year,,,,,Trusted Platform Module (Firmware TPM),"56,990",No-discount,"56,990",,,,,,,,,,,,,,,,,MSI
26,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fr0016AU,300T0PA#ACJ,14s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,3,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,,4300U,,,,,AMD Radeon,64 bit,Windows 10 Home,64,Yes,No,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS Micro-Edge BrightView (250 nits Brightness, 157 PPI, 45% NTSC Color Gamut)",Built in Dual Speakers,Integrated Dual Array Digital Microphone,,,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,,324 x 225 x 17.9,1.46 KG,Not Available,HP True Vision 720p HD Webcam,,"Full-Size, Natural Silver English Keyboard",No,HP Imagepad with Multi-Touch Gesture Support,"Microsoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM",41 WHr Li-ion 3 Cell Battery with HP Support Assistant,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,2.7 GHz with Max Turbo Boost upto 3.7 GHz,2666 MHz,4,4,3-in-1 Card Reader (SD/SDHC/SDxC),,1 Year,,,,,,"31,490",No-discount,"31,490",,,,,,,,,,,,,,,,,HP
27,"Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-53,NH.QCYSI.008,Predator Helios 300,Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7 hours,230 W AC Adapter,4 cell,No,GDDR6,6 GB,Intel,Octa Core i7,10th Gen,Yes,256 GB,16 GB,DDR4,1 TB,10870H,Mobile Intel HM470 PCH Chipset,2 slots,Upto 32 GB,7200,NVIDIA GeForce RTX 3060,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-Off Charging, 2 x USB 3.2 Gen 1 Ports",1 x HDMI,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit IPS ComfyView Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Built-in Dual Microphones,"DTS X : Ultra Audio, Featuring Optimized Bass, Loudness, Speaker Protection with up to 6 Custom Content Modes by Smart Amplifier, Supported in Windows Spatial Sound for PC Gaming with DTS License Integrated, Immersive Audio Rendering Over Headphones and Internal Speakers, Acer Purified Voice Technology with Dual Built-in Microphones. Features Include Far-Field Pickup, Keystroke Suppression, Adaptive Beam Forming, and Pre-Defined Personal and Conference Call Modes, Compatible with Cortana with Voice, Acer TrueHarmony Technology for Lower Distortion, Wider Frequency Range, Headphone-Like Audio and Powerful Sound",144 Hz,Killer Wi-Fi 6 AX1650i,v5.1,"Killer Ethernet E2600, 10/100/1000 Mbps",363.4 x 255 x 22.9,2.3 kg,Not Available,720p HD Webcam,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,Multi-Gesture Touchpad,"PredatorSense, Acer Care Center, Planet9, Acer Product Registration, Quick Access","59 WHr Li-ion Battery, BIOS User, Supervisor Passwords",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,"43,990",No-discount,"43,990",,,,,,,,,,,,,,,,,HP
28,"Laptop, Power Adaptor, User Guide, Warranty Documents",X413JA-EK267T||X413JA-EB302T,90NB0RC7-M03600||90NB0RC7-M05340,,Bespoke Black,Thin and Light Laptop,Processing & Multitasking,,45 W AC Adapter,3 cell,No,,,Intel,Core i3,10th Gen,Yes,512 GB,4 GB,DDR4,,1005G1,,,,,Intel Integrated UHD,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 2.0, 1 x USB 3.1 Type A (1st Gen), 1 x USB 3.1 Type C (1st Gen)",1 x HDMI Port,,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 45% NTSC Color Gamut, 16:9 Aspect Ratio)",Built-in Speaker,Built-in Microphone,"Audio by ICEpower, Harmon/Kardon Speaker",,IEEE 802.11ax (Wi-Fi 6),v5.0,,324 x 215 x 19.1 mm,1.40 kg,Not Available,720p HD Webcam (Without Privacy Shutter),Yes,Backlit Chiclet Keyboard,Yes,Touchpad,"My Asus, Splendid, Tru2Life",Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,1.2 GHz with Turbo Boost Upto 3.4 GHz,,4 MB,2,Micro SD Card Reader,,1 Year,,,,,TPM,"41,490",No-discount,"41,490",,,,,,,,,,,,,,,,,HP
